7.571567015350056e-07,53,86,0.0001301879092973001,7.42581563662568e-07,57,86,0.00012412007481326157,7.600360875009462e-07,45,90,0.00012463700460624053,7.868496407451148e-07,48,89,0.00012884594507822284,9.548274090222644e-07,50,89,0.00015640016276570365,1.609633579602034e-06,49,76,0.0002401780451783886,1.0015252740331277e-06,47,78,0.00015163092610817152,7.776661251918889e-07,53,74,0.00013220887152529874,6.183524004944536e-07,53,91,0.00010377226146136064,6.397681205202314e-07,41,78,9.409806733979767e-05,6.57280743258456e-07,48,97,0.0001050992975317788,6.330160688990811e-07,52,83,0.00010819786234419844,7.220639467584458e-07,63,87,0.00012027651842185632,1.2948252818269333e-06,51,79,0.00018192972446760103,9.5215781898877e-07,45,84,0.0001316139789778759,7.348325124484787e-07,51,94,0.00011562245242419805
8.842831987618648e-07,48,75,0.00014970875081173635,8.707359208470395e-07,53,81,0.000147930004192146,8.419316240374508e-07,48,81,0.0001432925790804975,9.12946850963354e-07,53,75,0.00014795612995809672,1.0574022631583673e-06,44,79,0.0001550333043233752,1.993366901831977e-06,38,67,0.0002425074900863556,1.1899009772281677e-06,49,71,0.0001783963400658782,9.19597093612836e-07,50,83,0.00015226171682553003,7.636681929786572e-07,52,77,0.00012637703568265258,6.567339600973086e-07,54,77,0.00010487882081941639,7.127807672279747e-07,54,84,0.00011890774635441224,7.162122403434782e-07,54,75,0.00011920709493711776,7.429113830552247e-07,53,89,0.00011406654202580773,1.6369305481770106e-06,30,71,0.00020138504581247125,1.1208582630294743e-06,40,76,0.00014751560808983502,7.603154573001785e-07,59,83,0.00013066385371959748
8.412451969523974e-07,54,85,0.00014888393619101335,8.392950420334921e-07,55,86,0.00014575137397545822,8.612809336525437e-07,48,84,0.00015047405753209782,9.28680017064318e-07,61,83,0.0001647304076309482,1.162069350141588e-06,52,79,0.00018553141783725943,2.106368527346938e-06,36,66,0.0002569803287650742,1.3279501013426413e-06,36,72,0.0001746716979563664,8.853568420514415e-07,54,89,0.0001448126092201567,7.291740351848341e-07,50,87,0.00011892939546737064,6.161979567860806e-07,51,87,0.00010275200251265153,6.64887813234155e-07,56,78,0.00012001060955987761,7.437095290702954e-07,49,79,0.00011661831842147556,6.402442679926985e-07,54,85,0.00011253544417904674,1.222813634243633e-06,50,78,0.00016749696798988868,8.239264363367456e-07,43,90,0.00011440835248465435,7.49588121660903e-07,53,88,0.0001254597259778071
9.75982288466892e-07,49,82,0.00015919277804454554,9.150596480282476e-07,49,81,0.0001494862753889028,9.300476818245115e-07,43,77,0.00014603645899151108,9.81038547557654e-07,51,75,0.00015925403730161227,1.1935201601512957e-06,45,76,0.00017242882729586362,2.3606228329443766e-06,36,54,0.0002885450693336131,1.4170953039255181e-06,38,66,0.0001798142587839484,8.534930882383045e-07,43,82,0.00012562494707051412,8.419683938630143e-07,51,81,0.00013558620672301703,7.296745562002826e-07,49,86,0.000113521018908261,7.485847528904497e-07,51,74,0.00011919309198422031,8.162191667329956e-07,49,73,0.00012943061949821375,8.054164792999616e-07,46,85,0.00011921246204515406,1.7416029139306155e-06,32,70,0.00021614114035632705,1.2270060579793703e-06,40,71,0.00015443557431382376,8.892495048607818e-07,47,79,0.00013955162989548982
8.473983055077783e-07,49,81,0.00014326766976462514,7.867005412407272e-07,53,90,0.00013494672675159756,7.609452616284429e-07,51,86,0.00012943337055807642,9.169193157348411e-07,46,84,0.00014275142677877862,1.2410524157218958e-06,46,76,0.00018602709708092448,1.9483717644033485e-06,37,74,0.00023900542669817078,1.317595550358002e-06,37,70,0.00016492335449922287,8.987002254303893e-07,47,84,0.0001379772839844513,6.927449289756995e-07,57,89,0.00011789978873481454,5.994106527639797e-07,61,87,0.00010584202397028997,6.922668186335094e-07,53,84,0.00012088496178455719,7.301689445872289e-07,51,84,0.00012117663989189428,8.129383601805606e-07,60,91,0.00013007751809065955,1.540830642506314e-06,46,71,0.00020086206859561533,1.1602112239959596e-06,45,77,0.00015347719502115453,8.585158778386802e-07,47,84,0.0001322535781789671
8.999750299368702e-07,48,76,0.00015128755210356887,8.910924864276739e-07,46,76,0.0001495334956178013,8.481241141675992e-07,50,78,0.00014028135405117252,9.375494311096373e-07,47,75,0.0001512412347235112,1.3802381536369694e-06,49,80,0.00021564536422266897,2.1516294523458855e-06,37,70,0.00028277252579449197,1.2507083615588546e-06,45,72,0.00018075612460960173,8.507928894251449e-07,45,82,0.0001319765704980582,7.335052007363172e-07,53,76,0.00012495910526852034,6.433089751655434e-07,54,72,0.00010809034622867795,7.152971389785345e-07,53,75,0.00011586830875967898,7.486066887884981e-07,44,84,0.00011759507903309481,8.628776938160945e-07,44,70,0.00012984790979887566,1.6008454029525459e-06,36,70,0.00019868518716652562,1.2170736057311991e-06,42,70,0.00015167750870817863,8.340059063509037e-07,48,72,0.00013604682431355946
8.507033830349861e-07,49,76,0.00014274918119847423,8.862264734450909e-07,51,81,0.00014858818455378616,9.122383462997722e-07,47,79,0.00014599576270390502,8.921048513736294e-07,52,83,0.00015005477736124132,1.1670995615674378e-06,48,77,0.00017182228002596387,2.0876378879058255e-06,39,74,0.00026253069947950564,1.3387006427089016e-06,41,76,0.00017761575331000048,9.290006872223078e-07,41,79,0.0001329519956119709,8.214172484991549e-07,51,80,0.0001367884491323997,6.400673143198e-07,46,93,0.00010293241960717366,7.701405582134675e-07,43,81,0.00011681796955368686,7.805908201568238e-07,56,80,0.0001238730352952767,8.21128151160826e-07,44,83,0.00012346251226563767,1.4207625019951513e-06,46,75,0.0002068667028957866,9.79540298318987e-07,44,79,0.00013022527454209994,8.098491912162148e-07,45,83,0.00012083988240229849
1.0209687848888017e-06,46,80,0.00016067297789123763,8.894149794206054e-07,56,82,0.00014565882748364078,7.694320978491471e-07,42,93,0.0001177237174214317,1.0896219163408503e-06,42,80,0.0001651533164445136,1.8915507729549896e-06,38,71,0.00028362108288305455,2.318626190896181e-06,39,68,0.00032826229461043263,1.4003942580436441e-06,39,72,0.0002114510640297115,1.2295618440337296e-06,49,88,0.00019048254721439994,8.700788760988679e-07,46,82,0.00012440788547907788,7.092543119408415e-07,47,86,0.0001073833868278562,6.572217979624965e-07,48,87,8.964705052490408e-05,7.562623507540879e-07,52,83,0.00011683278576955939,8.82366380153846e-07,48,85,0.0001419884552543045,1.2774499749258045e-06,45,77,0.00017351518263962744,1.2566522107473544e-06,28,70,0.000135456178474942,1.0763776897889066e-06,41,78,0.00013270424290905323
7.751421017024011e-07,50,85,0.0001236431716146722,6.877973664620518e-07,54,81,0.00011768172409802365,6.81577985442714e-07,58,82,0.00011440702827053183,8.543438119007012e-07,54,76,0.00014284191911839887,1.351845384478129e-06,43,80,0.00020799507511481854,1.8016305853476652e-06,34,64,0.00022597261876115476,1.3110881203714336e-06,33,74,0.00016589299947519643,1.012026363058028e-06,41,77,0.0001486849395392828,7.204205580824723e-07,50,93,0.0001102586624487728,6.861695093934928e-07,47,78,0.00010511150298902355,5.889849202043581e-07,67,89,0.00010401148161230451,6.571800981101067e-07,51,96,0.00010283674196233492,8.00457723831763e-07,45,83,0.0001235153047140309,1.3339354572031065e-06,40,73,0.00018115339239795167,9.52064703214719e-07,50,81,0.00014143355275122476,7.420420260490297e-07,50,87,0.00011751131895658446
1.1281492797002605e-06,52,73,0.00017809807204598353,1.0506580814823014e-06,48,75,0.0001601989722144318,9.899150548504353e-07,52,77,0.00015369526867844752,1.065328300119466e-06,48,83,0.00015903140050120521,1.3085316297671538e-06,45,81,0.00019311747585513294,2.19508259543422e-06,36,74,0.0002805021462184839,1.7094854379938025e-06,37,72,0.00021994434455276533,1.2860548841418283e-06,42,78,0.00018923852559371576,9.765443728984378e-07,42,81,0.00013823195370627967,8.686048301122524e-07,48,80,0.00012901260961646684,8.044090248146086e-07,43,76,0.00011414257511616906,8.521899613933615e-07,43,77,0.00012044267420928783,9.199386996971692e-07,41,79,0.0001325999250443607,1.6001394190012605e-06,46,70,0.00020668250772359935,1.4571299951711257e-06,36,59,0.00016781682756260077,1.3069135859931967e-06,38,74,0.00016908133046846497
