8.0983046875e-06,53,87,0.0011983700000000007,2.0675390625e-05,0,108,0.0006162000000000003,1.1805769531250001e-05,10,95,0.00097445,1.9766671875e-05,10,90,0.0013245639999999999,6.5100820312499995e-06,49,100,0.0011605259999999992,2.1395585937499998e-05,0,95,0.0008162000000000002
6.81958203125e-06,53,84,0.0010905980000000001,2.0673046875e-05,0,92,0.0005889000000000001,1.11800390625e-05,13,106,0.00081307,1.92293046875e-05,6,84,0.0011305900000000008,6.790351562500001e-06,49,95,0.001149469999999999,2.1154468750000002e-05,0,103,0.0006668719999999995
5.876292968749999e-06,45,85,0.0009554940000000002,2.0770703125000002e-05,0,110,0.0005863999999999997,1.1171781249999999e-05,18,103,0.0008505840000000006,1.960437109375e-05,14,87,0.00124146,6.57083203125e-06,54,91,0.0012225839999999999,2.122078125e-05,0,109,0.0007544199999999998
6.790972656250001e-06,36,85,0.0010699120000000001,2.0634921875000002e-05,0,104,0.0005804199999999998,1.135784375e-05,20,102,0.000950947,1.924252734375e-05,8,92,0.0011251720000000005,6.93034375e-06,53,106,0.001296932,1.9831875e-05,0,97,0.0006242800000000005
6.85069140625e-06,51,88,0.0010863469999999997,2.07205859375e-05,0,106,0.0006256600000000002,1.19608125e-05,18,93,0.0009744599999999994,1.93598984375e-05,14,94,0.0012539159999999997,8.16109375e-06,52,100,0.001258592,1.99230859375e-05,0,93,0.0006660800000000002
6.9832265625e-06,41,88,0.0010921780000000005,2.0646484375e-05,0,98,0.0005973999999999998,1.14323515625e-05,14,93,0.0008406440000000004,1.9198523437499997e-05,10,82,0.0011333120000000005,6.97769140625e-06,48,108,0.0012305259999999994,2.1222445312500004e-05,2,105,0.0007139719999999999
6.786457031250001e-06,44,87,0.0010569759999999994,2.05286328125e-05,0,96,0.0006075400000000001,1.14660546875e-05,12,82,0.0008487219999999997,1.909054296875e-05,2,91,0.0009148039999999995,7.1237890625e-06,46,101,0.0012577239999999998,2.1239687500000002e-05,0,96,0.0006772800000000003
6.8465820312500005e-06,43,91,0.001107346,2.0671093750000004e-05,0,110,0.0005939999999999998,1.120255859375e-05,16,88,0.0008393139999999996,1.9162265625000003e-05,6,93,0.0010146400000000002,6.15126953125e-06,39,102,0.0009380779999999994,2.1175820312499998e-05,0,100,0.00071392
7.60241796875e-06,44,85,0.0012340120000000003,2.07150390625e-05,0,105,0.0006322000000000002,1.1171121093750001e-05,18,87,0.0008715179999999998,1.95994375e-05,10,95,0.0011280280000000005,6.57966796875e-06,41,98,0.001013302,2.12593359375e-05,0,102,0.0007360999999999998
7.326582031249999e-06,41,92,0.001125858,2.0672890625e-05,0,95,0.0006179800000000002,1.140174609375e-05,10,86,0.0008926800000000003,1.9191175781250002e-05,6,94,0.0010061060000000003,6.208828125e-06,48,95,0.0009853559999999995,2.12609765625e-05,0,90,0.0007317799999999995
